index,gu,dong,libraryCount,busStation,cultureCount,medicalCount,crimeRate,youthRate,jeonseDeposit,monthDeposit,monthRent,supermarket,parkRate,academyCount,id
0,강남구,일원동,3.0,40.0,3.0,58.0,12.749760035824863,18.66884476836726,66748.43956043955,25544.23163841808,93.42050040355124,0.0,6.85,493,1
1,강남구,대치동,3.0,67.0,10.0,112.0,12.749760035824863,16.330700081721602,81791.0594505945,34713.31590909091,134.24848484848485,1.0,6.85,493,2
2,강남구,자곡동,2.0,18.0,3.0,12.0,12.749760035824863,20.82830278418029,41118.80047505938,9532.152917505033,58.286384976525824,0.0,6.85,493,3
3,강남구,역삼동,2.0,73.0,11.0,192.0,12.749760035824863,27.049866012562205,46040.3903803132,12400.347236981934,106.43969181721572,1.0,6.85,493,4
4,강남구,청담동,2.0,23.0,8.0,52.0,12.749760035824863,20.20788501360185,79065.03633217994,23171.615074024223,205.63391655450877,0.0,6.85,493,5
5,강남구,논현동,1.0,44.0,7.0,140.0,12.749760035824863,29.51238931647646,39592.950710108606,8476.338756779307,98.73049645390071,0.0,6.85,493,6
6,강남구,도곡동,1.0,41.0,2.0,62.0,12.749760035824863,16.626890914215917,93331.94533527696,39874.98795180723,159.03521779425395,0.0,6.85,493,7
7,강남구,삼성동,1.0,52.0,11.0,74.0,12.749760035824863,20.29338137238846,70526.4827586207,19794.155152224823,154.38056206088993,2.0,6.85,493,8
8,강남구,개포동,1.0,80.0,4.0,68.0,12.749760035824863,17.88395723343857,65758.94740557713,28351.89155629139,132.6978476821192,0.0,6.85,493,9
9,강남구,세곡동,0.0,36.0,0.0,12.0,12.749760035824863,17.371968591480787,40738.01059602649,13581.300733496331,73.86552567237163,0.0,6.85,493,10
10,강남구,수서동,0.0,27.0,1.0,26.0,12.749760035824863,15.186862449110288,46770.6102783726,15555.204444444444,92.07777777777778,1.0,6.85,493,11
11,강남구,신사동,0.0,22.0,13.0,144.0,12.749760035824863,23.00852167469433,38860.64609053498,6337.439516129032,92.89516129032258,0.0,6.85,493,12
12,강남구,압구정동,0.0,12.0,0.0,12.0,12.749760035824863,15.079732680473764,87950.49615806805,34805.8091286307,220.1224066390041,2.0,6.85,493,13
13,강남구,율현동,0.0,10.0,1.0,0.0,12.749760035824863,17.861833464670344,35443.76616915423,7998.858407079646,56.23893805309734,0.0,6.85,493,14
14,성북구,돈암동,3.0,41.0,4.0,14.0,6.459086188504753,18.215331520602383,40078.79601406799,11986.634496919918,79.24024640657085,0.0,3.8,26,15
15,성북구,길음동,2.0,38.0,1.0,36.0,6.459086188504753,15.041777580597456,46301.50485436893,13539.98947368421,84.67081339712918,2.0,3.8,26,16
16,성북구,하월곡동,2.0,47.0,2.0,56.0,6.459086188504753,20.179625352835515,34117.844702467344,6954.328011611031,64.91727140783745,2.0,3.8,26,17
17,성북구,정릉동,2.0,122.0,4.0,48.0,6.459086188504753,21.469419156302088,25950.89207048458,4896.680183126226,56.565075212557225,0.0,3.8,26,18
18,성북구,상월곡동,1.0,14.0,3.0,0.0,6.459086188504753,23.993399339933998,25506.48255813953,4643.702380952381,53.148809523809526,0.0,3.8,26,19
19,성북구,장위동,1.0,89.0,1.0,40.0,6.459086188504753,19.935790222427283,29389.410906785037,8086.601663585952,55.2097966728281,0.0,3.8,26,20
20,성북구,종암동,1.0,54.0,2.0,36.0,6.459086188504753,20.643260886872064,31964.229226361032,7134.135348226018,68.66097240473061,0.0,3.8,26,21
21,성북구,성북동,0.0,33.0,7.0,0.0,6.459086188504753,21.82516243354991,24194.641025641027,6703.703703703704,73.70987654320987,0.0,3.8,26,22
22,성북구,석관동,0.0,27.0,1.0,30.0,6.459086188504753,20.98845812370524,27289.655421686748,6481.90031152648,52.08255451713396,0.0,3.8,26,23
23,성북구,안암동5가,0.0,21.0,1.0,22.0,6.459086188504753,66.00545499628069,11648.936170212766,1642.6153846153843,57.42153846153846,0.0,3.8,26,24
24,성북구,삼선동2가,0.0,12.0,1.0,0.0,6.459086188504753,21.69811320754717,37850.95238095238,5775.037735849057,60.84905660377358,0.0,3.8,26,25
25,성북구,안암동2가,0.0,7.0,0.0,2.0,6.459086188504753,51.64075993091537,10572.093023255817,2963.4615384615386,49.45192307692308,0.0,3.8,26,26
26,성북구,삼선동3가,0.0,7.0,0.0,0.0,6.459086188504753,21.48148148148148,32206.579710144928,6436.095238095239,53.773809523809526,0.0,3.8,26,27
27,성북구,동선동2가,0.0,6.0,0.0,0.0,6.459086188504753,54.18013856812933,14028.333333333334,2300.5813953488373,51.47093023255814,0.0,3.8,26,28
28,성북구,성북동1가,0.0,6.0,2.0,2.0,6.459086188504753,30.89519650655022,27236.84210526316,5434.4,52.17333333333333,0.0,3.8,26,29
29,성북구,삼선동1가,0.0,5.0,0.0,4.0,6.459086188504753,27.16432148819461,13291.98717948718,3691.772151898734,49.80379746835443,0.0,3.8,26,30
30,성북구,삼선동5가,0.0,5.0,0.0,2.0,6.459086188504753,34.32032301480484,17214.035087719298,4679.993548387097,55.81935483870968,0.0,3.8,26,31
31,성북구,보문동1가,0.0,4.0,0.0,0.0,6.459086188504753,23.733804475853944,41111.11111111111,10355.35,74.6,0.0,3.8,26,32
32,성북구,안암동1가,0.0,3.0,0.0,0.0,6.459086188504753,37.657011022814665,27511.53846153846,3394.161111111111,60.06111111111111,0.0,3.8,26,33
33,성북구,동소문동7가,0.0,3.0,0.0,2.0,6.459086188504753,23.359240069084628,42262.06896551724,9700.0,74.65573770491804,0.0,3.8,26,34
34,성북구,삼선동4가,0.0,3.0,0.0,4.0,6.459086188504753,32.29334191058218,26390.625,8123.076923076923,55.10576923076923,0.0,3.8,26,35
35,성북구,동소문동2가,0.0,3.0,1.0,10.0,6.459086188504753,20.907297830374755,15333.333333333334,2431.25,57.375,0.0,3.8,26,36
36,성북구,보문동7가,0.0,2.0,0.0,2.0,6.459086188504753,29.931305201177626,24800.0,6228.421052631579,54.71052631578947,0.0,3.8,26,37
37,성북구,동소문동6가,0.0,2.0,0.0,10.0,6.459086188504753,46.92556634304207,18295.666666666668,6679.605263157895,54.09868421052632,0.0,3.8,26,38
38,성북구,동선동1가,0.0,2.0,1.0,14.0,6.459086188504753,49.45515507124895,12811.53846153846,3587.2549019607845,46.8235294117647,0.0,3.8,26,39
39,성북구,동선동4가,0.0,2.0,0.0,8.0,6.459086188504753,43.4191355026712,18714.0,2892.5233644859813,53.05607476635514,0.0,3.8,26,40
40,성북구,동소문동1가,0.0,2.0,1.0,6.0,6.459086188504753,35.35791757049891,17402.777777777777,4384.882352941177,49.5,0.0,3.8,26,41
41,성북구,동소문동3가,0.0,2.0,0.0,6.0,6.459086188504753,25.0,13000.0,1500.0,67.5,0.0,3.8,26,42
42,성북구,동소문동4가,0.0,2.0,0.0,6.0,6.459086188504753,29.495686794956868,26490.079365079364,5531.428571428572,49.32857142857143,0.0,3.8,26,43
43,성북구,동소문동5가,0.0,2.0,0.0,2.0,6.459086188504753,26.601423487544483,41464.28571428572,8061.458333333333,71.25,0.0,3.8,26,44
44,성북구,보문동4가,0.0,1.0,0.0,2.0,6.459086188504753,25.21276595744681,22223.07692307692,4839.285714285715,61.5,0.0,3.8,26,45
45,성북구,보문동5가,0.0,1.0,0.0,6.0,6.459086188504753,29.026845637583893,12991.07142857143,2734.7195121951218,49.18292682926829,0.0,3.8,26,46
46,성북구,보문동2가,0.0,1.0,0.0,2.0,6.459086188504753,38.62959285004965,17833.3,4326.153846153846,61.61538461538461,0.0,3.8,26,47
47,성북구,보문동3가,0.0,1.0,0.0,0.0,6.459086188504753,19.726027397260275,48134.14634146341,13693.333333333334,83.0,0.0,3.8,26,48
48,성북구,안암동4가,0.0,1.0,0.0,0.0,6.459086188504753,38.91675025075226,13636.363636363636,3488.5714285714284,43.68571428571428,0.0,3.8,26,49
49,성북구,동선동5가,0.0,1.0,0.0,0.0,6.459086188504753,34.01459854014598,20483.783783783783,3882.875,55.0,0.0,3.8,26,50
50,성북구,동선동3가,0.0,0.0,2.0,0.0,6.459086188504753,42.83222881060342,16272.982456140351,2222.078651685393,53.09550561797753,0.0,3.8,26,51
51,성북구,안암동3가,0.0,0.0,0.0,0.0,6.459086188504753,30.016357688113416,16222.101449275362,2513.18085106383,56.1063829787234,0.0,3.8,26,52
52,성북구,보문동6가,0.0,0.0,0.0,0.0,6.459086188504753,22.530864197530864,41311.31868131869,8454.11855670103,58.329896907216494,0.0,3.8,26,53
53,구로구,구로동,5.0,150.0,11.0,168.0,9.829130617601711,24.48933053842848,25229.80636515913,4468.814622124864,52.92579408543264,2.0,3.96,45,54
54,구로구,개봉동,2.0,84.0,3.0,56.0,9.829130617601711,18.59336713651471,26813.84881355932,6433.166191155492,54.24251069900143,0.0,3.96,45,55
55,구로구,고척동,2.0,68.0,3.0,42.0,9.829130617601711,20.67947956387606,24978.21627906977,8331.438972162741,47.38115631691649,1.0,3.96,45,56
56,구로구,신도림동,1.0,33.0,4.0,26.0,9.829130617601711,19.33162953497417,44841.578277886496,16095.944029850749,85.83333333333333,1.0,3.96,45,57
57,구로구,궁동,1.0,26.0,1.0,4.0,9.829130617601711,19.064670915992263,16624.661016949154,4497.536170212766,39.208510638297874,0.0,3.96,45,58
58,구로구,항동,1.0,20.0,1.0,2.0,9.829130617601711,15.720844811753905,38755.19047619047,7800.95421686747,29.843373493975903,0.0,3.96,45,59
59,구로구,오류동,0.0,51.0,3.0,32.0,9.829130617601711,24.274442538593483,21126.42002301496,4404.97610619469,44.13008849557522,0.0,3.96,45,60
60,구로구,천왕동,0.0,22.0,0.0,4.0,9.829130617601711,16.727295147666318,21984.765696784078,6106.034394904458,19.907006369426757,0.0,3.96,45,61
61,구로구,온수동,0.0,11.0,0.0,4.0,9.829130617601711,17.585931254996005,23672.462686567163,5402.836879432624,57.56028368794326,0.0,3.96,45,62
62,구로구,가리봉동,0.0,8.0,0.0,10.0,9.829130617601711,29.20374172940908,13391.073469387757,2645.434456928839,43.5374531835206,0.0,3.96,45,63
63,송파구,잠실동,3.0,44.0,15.0,108.0,7.898606775650217,18.90447183264863,66254.22910884983,23522.18504572351,117.8975255513717,1.0,6.58,100,64
64,송파구,장지동,2.0,53.0,2.0,16.0,7.898606775650217,15.751110699740837,50658.65625,16105.50164654226,70.07464324917673,0.0,6.58,100,65
65,송파구,거여동,1.0,27.0,2.0,32.0,7.898606775650217,18.078098600907417,38728.54161712247,9809.906081601232,52.39491916859122,0.0,6.58,100,66
66,송파구,석촌동,1.0,19.0,1.0,52.0,7.898606775650217,29.21406747708509,26145.954467353957,8107.911975435005,52.54657113613101,0.0,6.58,100,67
67,송파구,오금동,1.0,36.0,1.0,26.0,7.898606775650217,19.49857001576992,40508.75262054507,12967.003115264795,64.16822429906541,0.0,6.58,100,68
68,송파구,마천동,1.0,25.0,1.0,38.0,7.898606775650217,17.370522409042344,20948.67102396514,5487.437185929648,38.6821608040201,0.0,6.58,100,69
69,송파구,방이동,1.0,43.0,5.0,62.0,7.898606775650217,25.348208248816768,38428.74980544747,9926.215616045843,76.77829512893983,0.0,6.58,100,70
70,송파구,문정동,0.0,62.0,2.0,70.0,7.898606775650217,27.163488936288,36190.62188168211,8491.221008673305,76.65531641503372,2.0,6.58,100,71
71,송파구,가락동,0.0,54.0,1.0,94.0,7.898606775650217,20.341974101542935,57711.81108312342,18952.655235204857,79.93596358118361,0.0,6.58,100,72
72,송파구,풍납동,0.0,29.0,2.0,66.0,7.898606775650217,20.57414919990985,39122.11847389559,10867.313915857603,56.86299892125135,0.0,6.58,100,73
73,송파구,송파동,0.0,28.0,6.0,46.0,7.898606775650217,26.194111752636356,34430.46717877095,10161.571584104518,56.88241698421339,0.0,6.58,100,74
74,송파구,신천동,0.0,20.0,3.0,68.0,7.898606775650217,14.41071191833488,78846.44838976052,36862.124633431085,156.5601173020528,2.0,6.58,100,75
75,송파구,삼전동,0.0,14.0,1.0,30.0,7.898606775650217,28.84608770421324,23877.887021475257,8535.406779661016,49.72681954137588,0.0,6.58,100,76
76,양천구,신정동,4.0,165.0,7.0,118.0,7.267881879145376,17.86756414280566,38610.82720891825,10592.739042675894,55.174740484429066,0.0,4.97,34,77
77,양천구,목동,3.0,109.0,7.0,148.0,7.267881879145376,18.878322293378776,44364.39578352533,17888.265950302215,79.11182001343184,3.0,4.97,34,78
78,양천구,신월동,3.0,82.0,5.0,102.0,7.267881879145376,18.40399128805146,24091.91963048499,5118.048341765037,54.5300730747611,1.0,4.97,34,79
79,도봉구,쌍문동,3.0,95.0,6.0,62.0,6.975122822106677,19.685481221942407,21367.66390728477,4211.636687444346,51.258236865538734,0.0,3.57,18,80
80,도봉구,도봉동,2.0,83.0,4.0,30.0,6.975122822106677,16.710840756028677,22095.324873096448,3369.195707070707,55.33838383838384,0.0,3.57,18,81
81,도봉구,창동,2.0,119.0,7.0,80.0,6.975122822106677,19.788346958570045,24110.082371794877,4588.722736625515,59.63065843621399,1.0,3.57,18,82
82,도봉구,방학동,2.0,85.0,8.0,54.0,6.975122822106677,17.319223011245892,21595.009756097563,3740.762025316456,51.321518987341776,1.0,3.57,18,83
83,서초구,서초동,3.0,166.0,21.0,212.0,10.937929275089289,21.95117358515436,63883.670848267626,19970.19906566312,122.62003633532312,1.0,5.42,278,84
84,서초구,방배동,2.0,156.0,3.0,90.0,10.937929275089289,19.29661312664559,53721.64334655608,16989.518150684933,90.62534246575342,0.0,5.42,278,85
85,서초구,신원동,1.0,22.0,1.0,2.0,10.937929275089289,16.90176322418136,46603.07238605898,13172.602040816326,79.50340136054422,0.0,5.42,278,86
86,서초구,반포동,1.0,80.0,9.0,78.0,10.937929275089289,16.76031444549963,103086.2593486128,40517.76108374384,201.68103448275863,1.0,5.42,278,87
87,서초구,양재동,1.0,70.0,6.0,48.0,10.937929275089289,24.97754070746772,32631.303341902312,8377.235331230284,62.96971608832808,2.0,5.42,278,88
88,서초구,잠원동,1.0,37.0,3.0,48.0,10.937929275089289,17.240629448046814,76829.46405980448,28929.53561643836,141.71917808219175,0.0,5.42,278,89
89,서초구,우면동,0.0,39.0,2.0,10.0,10.937929275089289,15.818467038780051,40625.449343339584,15554.157199471598,65.32892998678996,0.0,5.42,278,90
90,서초구,내곡동,0.0,28.0,2.0,8.0,10.937929275089289,14.846209736013565,43423.91542288557,14267.881720430109,64.74551971326164,0.0,5.42,278,91
91,서초구,염곡동,0.0,11.0,1.0,0.0,10.937929275089289,16.33266533066132,31222.222222222223,14700.0,99.82352941176472,0.0,5.42,278,92
92,서초구,원지동,0.0,5.0,0.0,0.0,10.937929275089289,10.276679841897234,0.0,6000.0,77.5,0.0,5.42,278,93
93,동대문구,용두동,2.0,27.0,3.0,34.0,9.535422938364174,27.21620999309233,34456.095659875995,5987.079397672826,77.67419575633129,1.0,2.97,59,94
94,동대문구,휘경동,2.0,31.0,1.0,36.0,9.535422938364174,33.07899461400359,26838.246260069045,5339.536720044174,51.34842628382109,0.0,2.97,59,95
95,동대문구,답십리동,1.0,42.0,3.0,54.0,9.535422938364174,21.06546715803165,37030.814234016885,7035.660182370821,66.70395136778116,0.0,2.97,59,96
96,동대문구,청량리동,1.0,22.0,3.0,44.0,9.535422938364174,18.119731085263048,24416.11923076923,3711.7054009819967,67.9721767594108,0.0,2.97,59,97
97,동대문구,전농동,1.0,47.0,3.0,56.0,9.535422938364174,20.51880674448768,35381.7075596817,7771.190436241611,70.26090604026845,2.0,2.97,59,98
98,동대문구,신설동,1.0,10.0,2.0,8.0,9.535422938364174,41.10747408619749,20091.424778761066,3243.639575971732,67.58303886925795,0.0,2.97,59,99
99,동대문구,장안동,1.0,61.0,2.0,96.0,9.535422938364174,20.158965723907645,29418.14522546419,7038.2574061882815,66.63923633969716,0.0,2.97,59,100
100,동대문구,이문동,0.0,38.0,2.0,38.0,9.535422938364174,27.43246152190292,26408.526737967917,3055.5684713375795,54.26035031847134,0.0,2.97,59,101
101,동대문구,제기동,0.0,28.0,5.0,128.0,9.535422938364174,26.12322933866342,23992.88292682927,3522.263076923077,57.52,0.0,2.97,59,102
102,동대문구,회기동,0.0,10.0,1.0,32.0,9.535422938364174,42.37059842216663,22100.97265625,2803.0489864864867,60.7804054054054,0.0,2.97,59,103
103,노원구,중계동,3.0,75.0,8.0,80.0,7.819948495924434,16.116066567007554,34576.3077212806,8824.381355932202,69.91101694915254,2.0,3.73,52,104
104,노원구,상계동,2.0,179.0,8.0,212.0,7.819948495924434,19.64544248817973,23986.54696334124,5023.8598220726135,55.08199086318827,1.0,3.73,52,105
105,노원구,월계동,2.0,107.0,2.0,52.0,7.819948495924434,19.20813269127876,27265.980392156864,5465.070660522273,61.105222734254994,2.0,3.73,52,106
106,노원구,하계동,1.0,54.0,1.0,34.0,7.819948495924434,20.85142255005269,31008.47493163172,6356.692212608158,64.21013597033375,0.0,3.73,52,107
107,노원구,공릉동,1.0,107.0,8.0,80.0,7.819948495924434,24.429954809554552,26678.92322964924,4392.082581227437,48.65703971119134,0.0,3.73,52,108
108,강서구,화곡동,4.0,186.0,2.0,176.0,8.28156246780971,25.080607696942657,22699.453738701726,5857.735963581184,53.60175349856685,0.0,6.14,47,109
109,강서구,등촌동,2.0,74.0,3.0,82.0,8.28156246780971,25.696489394905758,28748.40787054064,6814.692972972973,61.45081081081081,1.0,6.14,47,110
110,강서구,가양동,1.0,39.0,1.0,34.0,8.28156246780971,21.14881902514632,29600.14164785553,7413.490230905862,59.03730017761989,1.0,6.14,47,111
111,강서구,방화동,1.0,70.0,2.0,52.0,8.28156246780971,19.72922380392669,26113.10505836576,5059.53724340176,53.04046920821114,2.0,6.14,47,112
112,강서구,염창동,1.0,32.0,1.0,30.0,8.28156246780971,21.98861571999516,38225.39237826394,12996.606790799562,61.64184008762322,0.0,6.14,47,113
113,강서구,마곡동,0.0,74.0,5.0,90.0,8.28156246780971,27.62826682460946,30343.980565875965,4917.680502457673,62.37383943200437,0.0,6.14,47,114
114,강서구,공항동,0.0,46.0,0.0,16.0,8.28156246780971,25.331710991366823,17727.121756487028,2705.393586005831,49.3134110787172,0.0,6.14,47,115
115,강서구,내발산동,0.0,45.0,1.0,48.0,8.28156246780971,17.768863590525065,34242.263808139534,8756.045192307693,55.472115384615385,0.0,6.14,47,116
116,강서구,외발산동,0.0,23.0,0.0,0.0,8.28156246780971,24.526315789473685,15551.875,5473.684210526316,55.10526315789474,0.0,6.14,47,117
117,강서구,개화동,0.0,9.0,0.0,0.0,8.28156246780971,15.160703456640388,25957.14285714286,3610.0,42.5,0.0,6.14,47,118
118,강서구,과해동,0.0,2.0,0.0,0.0,8.28156246780971,0.0,0.0,0.0,0.0,0.0,6.14,47,119
119,강서구,오곡동,0.0,2.0,0.0,0.0,8.28156246780971,0.0,0.0,0.0,0.0,0.0,6.14,47,120
120,강서구,오쇠동,0.0,2.0,0.0,0.0,8.28156246780971,60.0,0.0,0.0,0.0,0.0,6.14,47,121
121,강동구,천호동,2.0,36.0,4.0,118.0,8.082026800706497,24.507434177170413,27361.050498110613,7141.127426424546,54.91358797745773,3.0,4.58,43,122
122,강동구,강일동,1.0,42.0,0.0,30.0,8.082026800706497,15.924220651632012,27352.396794560467,5947.100197433366,27.37166831194472,0.0,4.58,43,123
123,강동구,둔촌동,1.0,35.0,0.0,34.0,8.082026800706497,20.686681177871783,36181.68061366806,10757.263056092845,55.50676982591876,0.0,4.58,43,124
124,강동구,성내동,1.0,57.0,3.0,84.0,8.082026800706497,24.10573523334303,27260.14083741164,7859.754716981132,49.886792452830186,0.0,4.58,43,125
125,강동구,암사동,1.0,29.0,3.0,48.0,8.082026800706497,19.07259597111365,37152.456910569104,11134.870476190476,60.58412698412698,0.0,4.58,43,126
126,강동구,명일동,1.0,35.0,0.0,76.0,8.082026800706497,17.840431063005152,41162.15605095541,13296.7401725791,70.48130393096837,1.0,4.58,43,127
127,강동구,길동,1.0,37.0,2.0,74.0,8.082026800706497,23.041969781757132,26030.522287636668,6355.049465240641,53.68248663101604,0.0,4.58,43,128
128,강동구,고덕동,1.0,40.0,2.0,24.0,8.082026800706497,13.865007057615808,53484.875,19772.710729613733,88.4077253218884,0.0,4.58,43,129
129,강동구,상일동,0.0,50.0,1.0,22.0,8.082026800706497,15.493702622764577,46260.74659753726,14071.334656084657,58.34126984126984,0.0,4.58,43,130
130,동작구,노량진동,2.0,39.0,5.0,38.0,7.220759882672552,31.52935184006112,28728.603021978022,3339.548710601719,52.2714899713467,0.0,5.94,122,131
131,동작구,상도1동,1.0,15.0,1.0,14.0,7.220759882672552,46.609905513446165,18217.241379310344,3197.831683168317,53.7710396039604,0.0,5.94,122,132
132,동작구,흑석동,1.0,47.0,4.0,48.0,7.220759882672552,21.948533093020927,60279.53085376162,15459.924904942964,82.86026615969581,0.0,5.94,122,133
133,동작구,대방동,1.0,51.0,2.0,34.0,7.220759882672552,25.228688478590268,32411.65402843602,7901.707386363636,55.55113636363637,0.0,5.94,122,134
134,동작구,사당동,1.0,81.0,6.0,88.0,7.220759882672552,25.659199867746736,34100.064605021435,8246.209706257981,55.27586206896552,1.0,5.94,122,135
135,동작구,신대방동,1.0,42.0,1.0,46.0,7.220759882672552,23.881288614298324,32622.127272727277,6665.059333333334,53.114,0.0,5.94,122,136
136,동작구,상도동,1.0,126.0,5.0,94.0,7.220759882672552,24.892235691538964,36402.788727752144,7971.148364485981,57.97751168224299,0.0,5.94,122,137
137,동작구,본동,0.0,22.0,0.0,4.0,7.220759882672552,20.64653575398296,44209.15167095116,16431.87659574468,73.88085106382978,0.0,5.94,122,138
138,동작구,동작동,0.0,13.0,1.0,0.0,7.220759882672552,17.756167837205115,70547.15909090909,35074.02597402597,112.012987012987,0.0,5.94,122,139
139,은평구,진관동,3.0,68.0,7.0,50.0,7.470488677507123,18.12180500901033,35912.85455680399,6392.653072321914,55.284937466014135,1.0,4.71,35,140
140,은평구,구산동,1.0,16.0,1.0,16.0,7.470488677507123,20.26515753664197,21478.587962962964,4646.861990950226,47.85972850678733,0.0,4.71,35,141
141,은평구,신사동,1.0,38.0,1.0,30.0,7.470488677507123,21.0522838391402,22812.899249732047,5463.148629148629,50.54256854256855,0.0,4.71,35,142
142,은평구,불광동,1.0,60.0,2.0,52.0,7.470488677507123,21.1586705517553,22725.781731279872,5127.296021577883,51.88334457181389,0.0,4.71,35,143
143,은평구,응암동,1.0,73.0,4.0,94.0,7.470488677507123,19.539582484480984,33348.33430941923,7160.046208530805,57.71149289099526,1.0,4.71,35,144
144,은평구,증산동,1.0,13.0,1.0,18.0,7.470488677507123,20.61014349874028,30106.75244299674,6611.235294117647,64.6470588235294,0.0,4.71,35,145
145,은평구,갈현동,0.0,37.0,0.0,46.0,7.470488677507123,21.91159983779787,18622.55477855478,4503.465346534654,49.96888260254597,0.0,4.71,35,146
